Role,Role Type,Menu,Menu Type,Menu Item Name,Menu Item Route,Menu Item Product,Menu Item Page URL
Storage Manager,Global,storagemanagernet,Global,Unit Directory,unitdirectoryreport,StorageManagerNet,/storagemanagernet/content2/unitdirectoryreport
Storage Manager,Global,storagemanagernet,Global,Unit Transfer,unittransferangular,StorageManagerNet,/storagemanagernet/content2/unittransferangular
Storage Manager,Global,storagemanagernet,Global,Unit Types,unittypes/list,StorageManagerNet,/storagemanagernet/content2/unittypes/list
Storage Manager,Global,storagemanagernet,Global,Unit Vacancy,reports/unitvacancyreport,StorageManagerNet,/storagemanagernet/content2/reports/unitvacancyreport
Storage Manager,Global,storagemanagernet,Global,Units,,StorageManagerNet,
Storage Manager,Global,storagemanagernet,Global,Units,units/list,StorageManagerNet,/storagemanagernet/content2/units/list
Storage Manager,Global,storagemanagernet,Global,Unpaid Charges,unpaidchargesreport,StorageManagerNet,/storagemanagernet/content2/unpaidchargesreport
Storage Manager,Global,storagemanagernet,Global,Update Unit Rank,unitrank,StorageManagerNet,/storagemanagernet/content2/unitrank
Storage Manager,Global,storagemanagernet,Global,Walk Thru History,reports/walkthruhistoryreport,StorageManagerNet,/storagemanagernet/content2/reports/walkthruhistoryreport
Storage Manager,Global,storagemanagernet,Global,Walk Thru List,reports/walkthroughreport,StorageManagerNet,/storagemanagernet/content2/reports/walkthroughreport
Storage Manager,Global,storagemanagernet,Global,Walk Thru Wizard,dashboard2/walkthruwizard,StorageManagerNet,/storagemanagernet/content2/dashboard2/walkthruwizard
Storage Manager,Global,storagemanagernet,Global,WIPS ARU Detail,reports/wipsarudetail,StorageManagerNet,/storagemanagernet/content2/reports/wipsarudetail
Storage Manager,Global,storagemanagernet,Global,WIPS ARU Header,reports/wipsaruheader,StorageManagerNet,/storagemanagernet/content2/reports/wipsaruheader
Storage Manager,Global,storagemanagernet,Global,WIPS Auto Generate,wipsautogenerate,StorageManagerNet,/storagemanagernet/content2/wipsautogenerate
Storage Manager,Global,storagemanagernet,Global,WIPS Bulk Deactivation,propertywipsbulkdeactivation,StorageManagerNet,/storagemanagernet/content2/propertywipsbulkdeactivation
Storage Manager,Global,storagemanagernet,Global,WIPS Directory,wipsdirectoryreport,StorageManagerNet,/storagemanagernet/content2/wipsdirectoryreport
Storage Manager,Global,storagemanagernet,Global,YSR reports,ysrreports,StorageManagerNet,/storagemanagernet/content2/ysrreports
Student IQ,Global,crmiqstunet,Global,Account Payable,apanalytics,glmanagernet,/glmanagernet/content2/apanalytics
Student IQ,Global,crmiqstunet,Global,Account Receivable,student/commercialanalyticsreport,ARManagera13NET,/content2/student/commercialanalyticsreport
Student IQ,Global,crmiqstunet,Global,Activity Register,reports/activityregister,crmiqstunet,/crmiqstunet/content2/reports/activityregister
Student IQ,Global,crmiqstunet,Global,Agent,stuagentdashboard,crmiqstunet,/crmiqstunet/content2/stuagentdashboard
Student IQ,Global,crmiqstunet,Global,Analytics,reports/communicationanalytics,crmiqstunet,/crmiqnet/content2/reports/communicationanalytics
Student IQ,Global,crmiqstunet,Global,Applicant Directory,reports/applicantdirectory,crmiqstunet,/crmiqstunet/content2/reports/prospectdirectory
Student IQ,Global,crmiqstunet,Global,Audiences,config/audiences,crmiqstunet,/crmiqstunet/content2/config/audiences
Student IQ,Global,crmiqstunet,Global,Automation,config/automation,crmiqstunet,/crmiqstunet/content2/config/automation
Student IQ,Global,crmiqstunet,Global,Availability,stuavailabilitydashboard,crmiqstunet,/crmiqstunet/content2/stuavailabilitydashboard
Student IQ,Global,crmiqstunet,Global,Booking Register,reports/bookingregister,crmiqstunet,/crmiqstunet/content2/reports/bookingregister
Student IQ,Global,crmiqstunet,Global,Booking Summary,reports/bookingsummary,crmiqstunet,/crmiqstunet/content2/reports/bookingsummary
Student IQ,Global,crmiqstunet,Global,Bulk Approval,tools/StudentBulkApprovals,crmiqstunet,/crmiqstunet/content2/tools/StudentBulkApprovals
Student IQ,Global,crmiqstunet,Global,Bulk Deposit Accounting,bulkdeposit,crmiqstunet,/crmiqstunet/content2/bulkdeposit
Student IQ,Global,crmiqstunet,Global,Bulk Invite to Rentcafe,bulkinvitetorc,crmiqstunet,/crmiqstunet/content2/bulkinvitetorc
Student IQ,Global,crmiqstunet,Global,Bulk Move In,tools/StudentBulkMoveIn,crmiqstunet,/crmiqstunet/content2/tools/StudentBulkMoveIn
Student IQ,Global,crmiqstunet,Global,Bulk Move Out,tools/StudentBulkMoveOut,crmiqstunet,/crmiqstunet/content2/tools/StudentBulkMoveOut
Student IQ,Global,crmiqstunet,Global,Bulk Notice,tools/StudentBulkNotice,crmiqstunet,/crmiqstunet/content2/StudentBulkNotice
Student IQ,Global,crmiqstunet,Global,Bulk Space Assignment,tools/StudentBulkAutoAssign,crmiqstunet,/crmiqstunet/content2/tools/StudentBulkAutoAssign
Student IQ,Global,crmiqstunet,Global,Campaigns,config/bulkmsgng,crmiqstunet,/crmiqstunet/content2/config/bulkmsgng
Student IQ,Global,crmiqstunet,Global,Client,client/search,crmiqstunet,/crmiqstunet/content2/client/search
Student IQ,Global,crmiqstunet,Global,Collections,studentdashboard/collectiondashboard,crmiqstunet,/crmiqstunet/content2/studentdashboard/collectiondashboard
Student IQ,Global,crmiqstunet,Global,Communication Templates,config/templates,crmiqstunet,/crmiqstunet/content2/config/templates
Student IQ,Global,crmiqstunet,Global,Communications,communication,crmiqstunet,/config/communication
Student IQ,Global,crmiqstunet,Global,Conversion Ratio,reports/conversionratio,crmiqstunet,/crmiqstunet/content2/reports/conversionratio
Student IQ,Global,crmiqstunet,Global,Dashboards,stuagentdashboard,crmiqstunet,/crmiqstunet/content2/stuagentdashboard
Student IQ,Global,crmiqstunet,Global,Documents,studocumentdashboard,crmiqstunet,/crmiqstunet/content2/studocumentdashboard
Student IQ,Global,crmiqstunet,Global,Financial,,crmiqstunet,
Student IQ,Global,crmiqstunet,Global,Financial Analytics,financialreports,glmanagernet,/glmanagernet/content2/financialreports
Student IQ,Global,crmiqstunet,Global,ID Verification,reports/idverificationreport,crmiqstunet,/crmiqstunet/content2/reports/idverificationreport
Student IQ,Global,crmiqstunet,Global,Leasing,,crmiqstunet,
Student IQ,Global,crmiqstunet,Global,Leasing,studentdashboard/leasingdashboard,crmiqstunet,/crmiqstunet/content2/studentdashboard/leasingdashboard
Student IQ,Global,crmiqstunet,Global,Ledger,reports/ledger,crmiqstunet,/crmiqstunet/content2/reports/ledger
Student IQ,Global,crmiqstunet,Global,Memo Analytics,reports/memoanalytic,crmiqstunet,/crmiqstunet/content2/reports/memoanalytic
Student IQ,Global,crmiqstunet,Global,Occupancy - Detail,reports/occupancydetail,crmiqstunet,/crmiqstunet/content2/reports/occupancydetail
Student IQ,Global,crmiqstunet,Global,Occupancy - Summary,reports/occupancy,crmiqstunet,/crmiqstunet/content2/reports/occupancy
Student IQ,Global,crmiqstunet,Global,Pricing,studentdashboard/dynamicpricing,crmiqstunet,/crmiqstunet/content2/studentdashboard/dynamicpricing
Student IQ,Global,crmiqstunet,Global,Property,,crmiqstunet,
Student IQ,Global,crmiqstunet,Global,Rebooker Register,reports/rebookerregister,crmiqstunet,/crmiqstunet/content2/reports/rebookerregister
Student IQ,Global,crmiqstunet,Global,Rent Projection,reports/rentprojection,crmiqstunet,/crmiqstunet/content2/reports/rentprojection
Student IQ,Global,crmiqstunet,Global,Rent Roll,reports/rentroll,crmiqstunet,/crmiqstunet/content2/reports/rentroll
Student IQ,Global,crmiqstunet,Global,Rent Roll,reports/rentrollfin,crmiqstunet,/crmiqstunet/content2/reports/rentrollfin
Student IQ,Global,crmiqstunet,Global,Rental Space Availability - By Rental Space,reports/roomsbyunit,crmiqstunet,/crmiqstunet/content2/reports/roomsbyunit
Student IQ,Global,crmiqstunet,Global,Rental Space Availability - Detail,reports/unitavailabilitydetail,crmiqstunet,/crmiqstunet/content2/reports/unitavailabilitydetail
Student IQ,Global,crmiqstunet,Global,Rental Space Availability - Summary,reports/unitavailabilitysummary,crmiqstunet,/crmiqstunet/content2/reports/unitavailabilitysummary
Student IQ,Global,crmiqstunet,Global,Rental Space Availability Nominations - Detail,reports/unitavailabilitynominationdetail,crmiqstunet,/crmiqstunet/content2/reports/unitavailabilitynominationdetail
Student IQ,Global,crmiqstunet,Global,Rental Space Availability Nominations - Summary,reports/unitavailabilitynomination,crmiqstunet,/crmiqstunet/content2/reports/unitavailabilitynomination
Student IQ,Global,crmiqstunet,Global,Rental Space Directory,reports/roomdirectory,crmiqstunet,/crmiqstunet/content2/reports/roomdirectory
Student IQ,Global,crmiqstunet,Global,Rental Space History Detail,reports/roomhistorydetail,crmiqstunet,/crmiqstunet/content2/reports/roomhistorydetail
Student IQ,Global,crmiqstunet,Global,Reports,reports,crmiqstunet,/crmiqstunet/content2/reports
Student IQ,Global,crmiqstunet,Global,Resident Directory,reports/residentdirectory,crmiqstunet,/crmiqstunet/content2/reports/residentdirectory
Student IQ,Global,crmiqstunet,Global,Search,search,crmiqstunet,/crmiqstunet/content2/search
Student IQ,Global,crmiqstunet,Global,Short Stay,studentdashboard/shortstaydashboard,crmiqstunet,/crmiqstunet/content2/studentdashboard/shortstaydashboard
Student IQ,Global,crmiqstunet,Global,Space Status,tools/SpaceStatus,crmiqstunet,/crmiqstunet/content2/tools/SpaceStatus
Student IQ,Global,crmiqstunet,Global,Space Vacancy,reports/spacevacancy,crmiqstunet,/crmiqstunet/content2/reports/spacevacancy
Student IQ,Global,crmiqstunet,Global,Space Vacancy-Nomination,reports/spacevacancynom,crmiqstunet,/crmiqstunet/content2/reports/spacevacancynom
Student IQ,Global,crmiqstunet,Global,Student,addnew/search,crmiqstunet,/crmiqstunet/content2/addnew/search
Student IQ,Global,crmiqstunet,Global,Tools,#,crmiqstunet,/crmiqstunet/content2/#
Student IQ,Global,crmiqstunet,Global,Transaction Register,student/stutransactionregisterreportint,ARManagera13NET,/content2/student/stutransactionregisterreportint
Student IQ,Global,crmiqstunet,Global,Unearned Income Reconciliation,reports/unearnedrevenue,crmiqstunet,/crmiqstunet/content2/reports/unearnedrevenue
Student IQ,Global,crmiqstunet,Global,Work Orders,workorder-dashboard,ResFMa13net,/content2/workorder-dashboard/resmanager
Student IQ,Global,crmiqstunet,Global,YSR Report,ysrreports,crmiqstunet,/crmiqstunet/content2/ysrreports
Student IQ Admin,Global,crmiqstunetadmin,Global,Academic,config/academicyear/academicyear,crmiqstunet,/crmiqstunet/content2/config/academicyear/academicyear
Student IQ Admin,Global,crmiqstunetadmin,Global,Account Payable,apanalytics,glmanagernet,/glmanagernet/content2/apanalytics
Student IQ Admin,Global,crmiqstunetadmin,Global,Account Receivable,student/commercialanalyticsreport,ARManagera13NET,/content2/student/commercialanalyticsreport
Student IQ Admin,Global,crmiqstunetadmin,Global,Activity Register,reports/activityregister,crmiqstunet,/crmiqstunet/content2/reports/activityregister
Student IQ Admin,Global,crmiqstunetadmin,Global,Agent,stuagentdashboard,crmiqstunet,/crmiqstunet/content2/stuagentdashboard
Student IQ Admin,Global,crmiqstunetadmin,Global,Analytics,reports/communicationanalytics,crmiqstunet,/crmiqnet/content2/reports/communicationanalytics
Student IQ Admin,Global,crmiqstunetadmin,Global,Applicant Directory,reports/applicantdirectory,crmiqstunet,/crmiqstunet/content2/reports/prospectdirectory
Student IQ Admin,Global,crmiqstunetadmin,Global,Audiences,config/audiences,crmiqstunet,/crmiqstunet/content2/config/audiences
Student IQ Admin,Global,crmiqstunetadmin,Global,Automation,config/automation,crmiqstunet,/crmiqstunet/content2/config/automation
Student IQ Admin,Global,crmiqstunetadmin,Global,Availability,stuavailabilitydashboard,crmiqstunet,/crmiqstunet/content2/stuavailabilitydashboard
Student IQ Admin,Global,crmiqstunetadmin,Global,Booking Register,reports/bookingregister,crmiqstunet,/crmiqstunet/content2/reports/bookingregister
Student IQ Admin,Global,crmiqstunetadmin,Global,Booking Summary,reports/bookingsummary,crmiqstunet,/crmiqstunet/content2/reports/bookingsummary
Student IQ Admin,Global,crmiqstunetadmin,Global,Bulk Approval,tools/StudentBulkApprovals,crmiqstunet,/crmiqstunet/content2/tools/StudentBulkApprovals
Student IQ Admin,Global,crmiqstunetadmin,Global,Bulk Deposit Accounting,bulkdeposit,crmiqstunet,/crmiqstunet/content2/bulkdeposit
Student IQ Admin,Global,crmiqstunetadmin,Global,Bulk Invite to Rentcafe,bulkinvitetorc,crmiqstunet,/crmiqstunet/content2/bulkinvitetorc
Student IQ Admin,Global,crmiqstunetadmin,Global,Bulk Move In,tools/StudentBulkMoveIn,crmiqstunet,/crmiqstunet/content2/tools/StudentBulkMoveIn
Student IQ Admin,Global,crmiqstunetadmin,Global,Bulk Move Out,tools/StudentBulkMoveOut,crmiqstunet,/crmiqstunet/content2/tools/StudentBulkMoveOut
Student IQ Admin,Global,crmiqstunetadmin,Global,Bulk Notice,tools/StudentBulkNotice,crmiqstunet,/crmiqstunet/content2/StudentBulkNotice
Student IQ Admin,Global,crmiqstunetadmin,Global,Bulk Space Assignment,tools/StudentBulkAutoAssign,crmiqstunet,/crmiqstunet/content2/tools/StudentBulkAutoAssign
Student IQ Admin,Global,crmiqstunetadmin,Global,Campaigns,config/bulkmsgng,crmiqstunet,/crmiqstunet/content2/config/bulkmsgng
Student IQ Admin,Global,crmiqstunetadmin,Global,Client,client/search,crmiqstunet,/crmiqstunet/content2/client/search
Student IQ Admin,Global,crmiqstunetadmin,Global,Collections,settings/collection,crmiqstunet,/crmiqstunet/content2/settings/collection
Student IQ Admin,Global,crmiqstunetadmin,Global,Collections,studentdashboard/collectiondashboard,crmiqstunet,/crmiqstunet/content2/studentdashboard/collectiondashboard
Student IQ Admin,Global,crmiqstunetadmin,Global,Communication Templates,config/templates,crmiqstunet,/crmiqstunet/content2/config/templates
Student IQ Admin,Global,crmiqstunetadmin,Global,Communications,communication,crmiqstunet,/config/communication
Student IQ Admin,Global,crmiqstunetadmin,Global,Conversion Ratio,reports/conversionratio,crmiqstunet,/crmiqstunet/content2/reports/conversionratio
Student IQ Admin,Global,crmiqstunetadmin,Global,Dashboards,stuagentdashboard,crmiqstunet,/crmiqstunet/content2/stuagentdashboard
Student IQ Admin,Global,crmiqstunetadmin,Global,Documents,studocumentdashboard,crmiqstunet,/crmiqstunet/content2/studocumentdashboard
Student IQ Admin,Global,crmiqstunetadmin,Global,Financial,,crmiqstunet,
Student IQ Admin,Global,crmiqstunetadmin,Global,Financial Analytics,financialreports,glmanagernet,/glmanagernet/content2/financialreports
Student IQ Admin,Global,crmiqstunetadmin,Global,Global,config/global/university,crmiqstunet,/crmiqstunet/content2/config/global/university
Student IQ Admin,Global,crmiqstunetadmin,Global,ID Verification,reports/idverificationreport,crmiqstunet,/crmiqstunet/content2/reports/idverificationreport
Student IQ Admin,Global,crmiqstunetadmin,Global,Leasing,,crmiqstunet,
Student IQ Admin,Global,crmiqstunetadmin,Global,Leasing,studentdashboard/leasingdashboard,crmiqstunet,/crmiqstunet/content2/studentdashboard/leasingdashboard
Student IQ Admin,Global,crmiqstunetadmin,Global,Ledger,reports/ledger,crmiqstunet,/crmiqstunet/content2/reports/ledger
Student IQ Admin,Global,crmiqstunetadmin,Global,Memo Analytics,reports/memoanalytic,crmiqstunet,/crmiqstunet/content2/reports/memoanalytic
Student IQ Admin,Global,crmiqstunetadmin,Global,Occupancy - Detail,reports/occupancydetail,crmiqstunet,/crmiqstunet/content2/reports/occupancydetail
Student IQ Admin,Global,crmiqstunetadmin,Global,Occupancy - Summary,reports/occupancy,crmiqstunet,/crmiqstunet/content2/reports/occupancy
Student IQ Admin,Global,crmiqstunetadmin,Global,Pricing,studentdashboard/dynamicpricing,crmiqstunet,/crmiqstunet/content2/studentdashboard/dynamicpricing
Student IQ Admin,Global,crmiqstunetadmin,Global,Property,,crmiqstunet,
Student IQ Admin,Global,crmiqstunetadmin,Global,Property,config/studentsetup/studentsetup,crmiqstunet,/crmiqstunet/content2/config/studentsetup/studentsetup
Student IQ Admin,Global,crmiqstunetadmin,Global,Rebooker Register,reports/rebookerregister,crmiqstunet,/crmiqstunet/content2/reports/rebookerregister
Student IQ Admin,Global,crmiqstunetadmin,Global,Rent Projection,reports/rentprojection,crmiqstunet,/crmiqstunet/content2/reports/rentprojection
Student IQ Admin,Global,crmiqstunetadmin,Global,Rent Roll,reports/rentroll,crmiqstunet,/crmiqstunet/content2/reports/rentroll
Student IQ Admin,Global,crmiqstunetadmin,Global,Rent Roll,reports/rentrollfin,crmiqstunet,/crmiqstunet/content2/reports/rentrollfin
Student IQ Admin,Global,crmiqstunetadmin,Global,Rental Space Availability - By Rental Space,reports/roomsbyunit,crmiqstunet,/crmiqstunet/content2/reports/roomsbyunit
Student IQ Admin,Global,crmiqstunetadmin,Global,Rental Space Availability - Detail,reports/unitavailabilitydetail,crmiqstunet,/crmiqstunet/content2/reports/unitavailabilitydetail
Student IQ Admin,Global,crmiqstunetadmin,Global,Rental Space Availability - Summary,reports/unitavailabilitysummary,crmiqstunet,/crmiqstunet/content2/reports/unitavailabilitysummary
Student IQ Admin,Global,crmiqstunetadmin,Global,Rental Space Availability Nominations - Detail,reports/unitavailabilitynominationdetail,crmiqstunet,/crmiqstunet/content2/reports/unitavailabilitynominationdetail
Student IQ Admin,Global,crmiqstunetadmin,Global,Rental Space Availability Nominations - Summary,reports/unitavailabilitynomination,crmiqstunet,/crmiqstunet/content2/reports/unitavailabilitynomination
Student IQ Admin,Global,crmiqstunetadmin,Global,Rental Space Directory,reports/roomdirectory,crmiqstunet,/crmiqstunet/content2/reports/roomdirectory
Student IQ Admin,Global,crmiqstunetadmin,Global,Rental Space History Detail,reports/roomhistorydetail,crmiqstunet,/crmiqstunet/content2/reports/roomhistorydetail
Student IQ Admin,Global,crmiqstunetadmin,Global,Reports,reports,crmiqstunet,/crmiqstunet/content2/reports
Student IQ Admin,Global,crmiqstunetadmin,Global,Resident Directory,reports/residentdirectory,crmiqstunet,/crmiqstunet/content2/reports/residentdirectory
Student IQ Admin,Global,crmiqstunetadmin,Global,Search,search,crmiqstunet,/crmiqstunet/content2/search
Student IQ Admin,Global,crmiqstunetadmin,Global,Settings,#,crmiqstunet,/crmiqstunet/content2/#
Student IQ Admin,Global,crmiqstunetadmin,Global,Short Stay,config/shortstay/pricing,crmiqstunet,/crmiqstunet/content2/config/shortstay/pricing
Student IQ Admin,Global,crmiqstunetadmin,Global,Short Stay,studentdashboard/shortstaydashboard,crmiqstunet,/crmiqstunet/content2/studentdashboard/shortstaydashboard
Student IQ Admin,Global,crmiqstunetadmin,Global,Space Status,tools/SpaceStatus,crmiqstunet,/crmiqstunet/content2/tools/SpaceStatus
Student IQ Admin,Global,crmiqstunetadmin,Global,Space Vacancy,reports/spacevacancy,crmiqstunet,/crmiqstunet/content2/reports/spacevacancy
Student IQ Admin,Global,crmiqstunetadmin,Global,Space Vacancy-Nomination,reports/spacevacancynom,crmiqstunet,/crmiqstunet/content2/reports/spacevacancynom
Student IQ Admin,Global,crmiqstunetadmin,Global,Student,addnew/search,crmiqstunet,/crmiqstunet/content2/addnew/search
Student IQ Admin,Global,crmiqstunetadmin,Global,Tools,#,crmiqstunet,/crmiqstunet/content2/#
Student IQ Admin,Global,crmiqstunetadmin,Global,Transaction Register,student/stutransactionregisterreportint,ARManagera13NET,/content2/student/stutransactionregisterreportint
Student IQ Admin,Global,crmiqstunetadmin,Global,Unearned Income Reconciliation,reports/unearnedrevenue,crmiqstunet,/crmiqstunet/content2/reports/unearnedrevenue
Student IQ Admin,Global,crmiqstunetadmin,Global,Work Orders,workorder-dashboard,ResFMa13net,/content2/workorder-dashboard/resmanager
Student IQ Admin,Global,crmiqstunetadmin,Global,YSR Report,ysrreports,crmiqstunet,/crmiqstunet/content2/ysrreports
System Administration,Global,System Administration,Global,Company,app.company.settings,ElevateNet,/content/#/app/company/settings
Tenant Shield,Global,RiskManagerNet,Global,Home,app.home,RiskManagerNet,/riskmanagernet/content2/#/app/home
Valuation Manager,Global,elevate-valuation,Global,Abatement Schedules,abatementschedules,ValuationNet,/valuationnet/content2/abatementschedules
Valuation Manager,Global,elevate-valuation,Global,Administration,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Analyze Valuations ANZ,app.valuationsanalyzeanz,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Background Processes,app.reporttasks,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Batch Override MLA,app.batchoverridemlas,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Bulk Delete Valuations,bulkdeletevaluation,ValuationNet,/valuationnet/content2/bulkdeletevaluation
Valuation Manager,Global,elevate-valuation,Global,Bulk Functions,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Bulk Update Assumptions,app.assumptionsexportimport,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Configuration,app.configuration,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Copy Valuation,app.valuationscopy,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Create Valuations in Bulk,app.valuationscreate,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Custom Tables,app.onetomany,ForecastingCafeNet,/forecastingcafenet/content/#/app/customtables
Valuation Manager,Global,elevate-valuation,Global,Deactivate Tasks,app.taskmanager,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Financial,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Inflation and Rate Tables,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Inflation Tables,app.inflationtables,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,LC Percent Tables,lcpercenttables,ValuationNet,/valuationnet/content2/lcpercenttables
Valuation Manager,Global,elevate-valuation,Global,Lease Assumptions,app.specleasedisplaytypes,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Lease Comparison,app.detailvarianceanalytic,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Market Capitalization Templates,app.marketcapitalizations,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Market Configuration,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Market Date Management,app.rentgrowth,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Market Display Types,app.mladisplaytypes,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Market Profiles,app.mlaprofiles,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Market Profiles,app.mlaprofilesetup,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Market Rates,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,MLA Detail,app.mladetailreport,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,MLAs,app.mla,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Payment Schedules,paymentschedules,ValuationNet,/valuationnet/content2/paymentschedules
Valuation Manager,Global,elevate-valuation,Global,Post Function Groups,app.functiongroups,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Property Configuration,app.propconfig,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Queue Report,app.queuereport,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Rate Details,app.reports.ratesetup,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Rate Tables,app.ratetables,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Reporting,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Revenue,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Revenue Dashboard,app.rentrolldisplaytypes,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Revenue Display Types,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Scenarios,app.scenarios,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Setup,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Space Market Rates,app.mlaprofileunits,ForecastingCafeNet,
Valuation Manager,Global,elevate-valuation,Global,Space Market Rent,app.reports.spacemarketrents,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Step Rent Schedules,stepschedules,ValuationNet,/valuationnet/content2/stepschedules
Valuation Manager,Global,elevate-valuation,Global,Task Queue,,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Transfer Totals From G/L,app.transferfromgl,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Valuations,app.valuations,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,Variance Analysis,app.varianceanalysis,ValuationNet,
Valuation Manager,Global,elevate-valuation,Global,YSR Reports,app.ysrreports,ValuationNet,
VendorCafe,Global,VendorCafe,Global,VendorCafé,app.vendorcafe,ProcuretoPayNet,
VendorSign,Global,P2PServicesVendorSign,Global,VendorSign,app.vendorsign,P2PServices,/p2pservicesnet/content/#/app/vendorsign
Virtuoso,Global,glmanagernet,Global,Account Tree Validation,accounttreevalidation/list,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Account Trees,accounttree,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Accounting,,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Accounts Payable,,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Accounts Receivable,,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Add Accounts for Multiple Fee Pool,managementfee/multipleloadaccount,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Add Fee Pool,managementfee/feepool,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Add Payable Batch,glap/payablebatchadd,glmanagernet,
Virtuoso,Global,glmanagernet,Global,AP Analytics,apanalytics,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Attributes,attributesets,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Audit Non Recoverable JE,taxrecovery/auditnonrecoverableje,glmanagernet,/glmanagernet/content2/taxrecovery/auditnonrecoverableje
Virtuoso,Global,glmanagernet,Global,Bank Accounts,bankaccount,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Bank Analytics,bankreports,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Bank Manager Configuration,bankreconciliation/bankmanagerconfig,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Bank Manager Report,bankreconciliation/bankmanagerreport,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Bank Manager Task Setup,bankreconciliation/bankmanagertask,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Bank Reconciliation,,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Bank Reconciliation,bankreconciliation/reconciliation,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Bank Reconciliation Upload,bankreconciliation/bankmanager,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Bulk Update Tax Report,,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Calculate Billings,icbilling/calculatebillings,glmanagernet,/glmanagernet/content2/icbilling/calculatebillings
Virtuoso,Global,glmanagernet,Global,Change Due Date,changetransdate/duedate,glmanagernet,/glmanagernet/content2/changetransdate/duedate
Virtuoso,Global,glmanagernet,Global,Change TaxPoint Date,changetransdate/taxpoint,glmanagernet,/glmanagernet/content2/changetransdate/taxpoint
Virtuoso,Global,glmanagernet,Global,Charge Codes,chargecode,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Charges,,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Check Book Maintenance,checkbookmaintenance,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Close / Open Month,closeperiod,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Close Property,closeproperty,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Close Year,closeyear,glmanagernet,
Virtuoso,Global,glmanagernet,Global,Commercial AR Analytics,armanager/commercialanalyticsreport,ARManagera13NET,/armanagera13net/content2/armanager/commercialanalyticsreport
Virtuoso,Global,glmanagernet,Global,Company,glcompany,glmanagernet,
